menu_castle_outside|Արտաքոյ {s2} ես: {s11} {s3} {s4} 
mno_approach_gates|Մերձեցիր ի դուռն եւ ձայնեա պահապանացն:
mno_town_sneak|Փորձեա մտանել ի քաղաքն ծպտեալ:
mno_castle_start_siege|Պաշարեա զ{reg6?քաղաքն:բերդն}...
mno_castle_leave|Մեկնեա...
menu_castle_guard|Մերձեցար ի դուռն: Պահապանքն հային ի քեզ զգուշութեամբ:
mno_request_shelter|Խնդրեա զմուտ ի բերդն:
mno_request_meeting_commander|Խնդրեա տեսանել զոմն:
mno_guard_leave|Մեկնեա:
menu_castle_entry_granted|Յետ սակաւ սպասելոյ պահապանքն բանան զդրունսն եւ տան քեզ եւ ուղեկցաց քոց մտանել:
menu_castle_entry_denied|Տէր բերդիս արգել քեզ զմուտս ի ներքս, եւ պահապանն ազդ առնէ քեզ զի եթէ փորիցես մտանել` հարցեն ի քեզ:
menu_castle_meeting|Զո՞ կամիս տեսանել:
mno_guard_meet_s5|{s5}:
mno_forget_it|Թող զայդ:
menu_castle_meeting_selected|Տեսութիւն քո ազդ առնի ի ներքս, եւ {s6} ի վերջոյ ելանէ տեսանել զքեզ:
menu_castle_besiege|Պաշարես զ{s1}: {s2} {s3}
mno_siege_request_meeting|Խնդրեա զտեսութիւն ընդ հրամանատարի բերդին:
mno_wait_24_hours|Մնա մինչեւ ի վաղիւ:
mno_castle_lead_attack|Առաջնորդեա յարձակմանն անձամբ քով:
mno_attack_stay_back|Հրամայեա զօրականաց քոց յարձակիլ մինչդեռ դու կաս ի յետս...
mno_build_ladders|Պատրաստեա զյարձակումն ի վերայ պարսպացն:
mno_build_siege_tower|Կառուցո զաշտարակ պաշարման:
mno_lift_siege|Բարձ զպաշարումն:
menu_siege_attack_meets_sally|Զօրք պաշտպանացն ելանեն արտաքս ի բերդէն ընդդէմ յարձակման քոյ:
menu_castle_besiege_inner_battle|{s1}
menu_construct_ladders|Որպէս զի ունիս զմեծագոյն հմտութիւն ճարտարապետութեան ({reg2}), համարիս {reg3?դու:{s3}} եթէ պահանջեսցին {reg4} ժամք ի կառուցանել զսանդուղս վասն յարձակմանն:
mno_build_ladders_cont|Շարունակեա:
menu_construct_siege_tower|Որպէս զի ունիս զմեծագոյն հմտութիւն ճարտարապետութեան ({reg2}), համարիս {reg3?դու:{s3}} եթէ պահանջեսցին {reg4} ժամք ի կառուցանել զաշտարակ պաշարման:
mno_build_siege_tower_cont|Սկսիր կառուցանել:
menu_castle_attack_walls_simulate|{s4}^^Կորուստք քո:{s8}^^Կորուստք թշնամւոյն: {s9}
menu_castle_attack_walls_with_allies_simulate|{s4}^^Կորուստք քո: {s8}^^Կորուստք դաշնակցաց: {s9}^^Կորուստք թշնամւոյն: {s10}
menu_castle_taken_by_friends|Չիք տեսանել զինչ:
menu_castle_taken|{s3} անձնատուր եղեւ զօրաց քոց, եւ արդ տիրես զ{reg2?քաղաքն:բերդն}: Ոչ ինչ արգելու զքեզ ի տիրելոյ անձամբ քով:
menu_castle_taken_2|{s3} անձնատուր եղեւ զօրաց քոց: Արդ տիրես բերդին բովանդակ: Ժամ է ազդ առնել {s9}ի զյաղթութենէ քումէ: {s5}
mno_castle_taken_claim|Խնդրեա զի {s3} տացի քեզ:
mno_castle_taken_claim_2|Խնդրեա զի {s3} տացի կնոջ քում:
mno_castle_taken_no_claim|Մի՛ խնդրեսցես զինչ:
menu_requested_castle_granted_to_player|Ազդ եկն ի տեառնէ քումմէ {s3}:^^ {s2}{reg3? եւ զգեւղն {s4} մերձակայ :} բովանդակ պատուով եւ կալուածովք տալ քեզ վճռեաց:
menu_requested_castle_granted_to_player_husband|Ազդ եկն ի տեառնէ քումմէ {s3}:^^ {s2}{reg3? եւ զգեւղն {s4} մերձակայ :} առն քում, {s7}ի, տալ վճռեաց:
menu_requested_castle_granted_to_another|Ազդ ընկալար ի տեառնէ քումմէ {s3}:^^ «Լուայ զի քաջութեամբ առեր զ{s2}: Յաղթութիւն քո ուրախ արար զմեզ յոյժ: Խնդրեցեր զի բերդն այդ տացի քեզ: Այլ զի արդէն իսկ բազում կալուածք են քո յաշխարհի իմում, ոչ կարացի ընկալնուլ զխնդիր քո: Վասն որոյ առաքեմ քեզ {reg6} դահեկանս վասն ծախուց քոց, այլ զ{s2} ետու {s5}»:
mno_accept_decision|Ընկալ զվճիռ տեառն քոյ:
mno_leave_faction|Անիրաւեցար! Լուծո զուխտ հպատակութեան քո!
menu_requested_castle_granted_to_another_female|Ազդ ընկալար ի տեառնէ քումմէ {s3}:^^ «Լուայ զի քաջութեամբ առեր զ{s2}: Յաղթութիւն քո ուրախ արար զմեզ յոյժ: Խնդրեցեր զի բերդն այդ տացի առն քում: Այլ զի արդէն իսկ բազում կալուածք են նորա յաշխարհի իմում, ոչ կարացի ընկալնուլ զխնդիր քո: Վասն որոյ առաքեմ քեզ {reg6} դահեկանս վասն ծախուց քոց, այլ զ{s2} ետու {s5}»:
menu_leave_faction|Լուծանել զուխտ հպատակութեան է գործ ծանր: Տէր քո կարէ նախատել զքեզ եւ առնուլ զերկիրս եւ զբերդս քո: Այլ եթէ տացես զերկիրս եւ զբերդս քո կամաւ, թերեւս ոչ պահեսցէ թշնամութիւն ընդ քեզ:
mno_leave_faction_give_back|Հրաժարեա յուխտէդ եւ թող զերկիրս քո:
mno_leave_faction_hold|Հրաժարեա յուխտէդ եւ պահեա զերկիրս քո, յորս եւ զ{s2}:
mno_leave_faction_cancel|Փոփոխեցի զխորհուրդ իմ: Մնացից հպատակ տեառն իմում:
menu_give_center_to_player|Տէր քո {s1} մատուցանէ քեզ նոր կալուած! {s2} մատուցանի քեզ: Զի՞նչ է պատասխանի քո:
mno_give_center_to_player_accept|Ընկալ: 
mno_give_center_to_player_reject|Մերժեա: {s2} ոչ է վայր զոր կամիս:
menu_give_center_to_player_2|Յետ սակաւ արարողութեան {s2}{reg3? Եւ գեւղն {s4} որ յարի ի նա :} յարեցաւ ի քեզ: {reg3?Վայրքս այսոքիկ:Վայրս այ} յաւելուած մեծ է ի կալուածս քո: Կարես առնուլ զհարկս եւ զվարձս վայրիս, եւ ժողովել զօրս ի ժողովրդենէ անտի: Նաեւ ակնկալի ի քէն զի պահեսցես զկալուածս քո ի թշնամեաց եւ ի յափշտակողաց, եւ հաստատեսցես զարդարութիւն եւ զկարգ ի գաւառի քում:
menu_oath_fulfilled|Ունէիր զդաշինք ծառայութեան ընդ {s1} առ ժամանակ մի: Ժամանակ դաշնադրութեանն լցաւ: Զի՞նչ առնես:
mno_renew_oath|Նորոգեա զդաշինք քո ընդ {s1} առ ամիս մի եւս:
mno_dont_renew_oath|Լեր ազատ ի կապանացդ:
menu_siege_started_defender|{s1} սկսաւ յարձակումն ի վերայ {s2}: Ունիս {reg10} զօրականս որք կարեն պատերազմիլ ընդդէմ {reg11} զօրականաց թշնամւոյն: Զի՞նչ վճռես...
mno_siege_defender_join_battle|Յարեա ի պատերազմն:
mno_siege_defender_troops_join_battle|Հրամայեա արանց քոց յարիլ ի պատերազմն մինչդեռ դու կաս ի յետս:
menu_siege_join_defense|{s4}^^Կորուստք քո: {s8}^^Կորուստք դաշնակցաց: {s9}^^Կորուստք թշնամւոյն: {s10}
menu_enter_your_own_castle|Մինչդեռ մերձենաս, պահապանք բերդին տեսանեն զքեզ եւ բանան զդրունսն տեառն իւրեանց:
menu_village|{s10}{s11}{s6}{s7}
mno_village_manage|Տնտեսեա զգեւղս զայս:
mno_recruit_volunteers|Ժողովեա զկամաւորս:
mno_village_center|Մուտ ի միջնավայր գեղջն:
mno_village_center_door|Դուռն միջնավայրի գեղջն:
mno_village_buy_food|Գնեա պաշար ի գեղջկաց անտի:
mno_village_attack_bandits|Յարձակեա ի վերայ յելուզակացն:
mno_village_wait|Մնա աստ առ ժամանակ մի:
mno_collect_taxes_qst|{reg5?Շարունակեա ժողովել զհարկս:Ժողովեա զհարկս} վասն {s1}:
mno_train_peasants_against_bandits_qst|Կրթեա զգեղջուկսն:
mno_village_hostile_action|Արասցես զգործ թշնամական:
mno_village_leave|Մեկնեա...
menu_village_hostile_action|Զի՞նչ կամիս առնել:
mno_village_take_food|Բռնադատեա զգեղջուկսն տալ քեզ պաշար:
mno_village_steal_cattle|Գողացիր զարջառս:
mno_village_loot|Աւարեա զգեւղն եւ այրեա զտունսն հրով:
menu_recruit_volunteers|{s18}
mno_continue_not_enough_gold|Ոչ գոյ իմ արծաթ բաւական...
mno_recruit_them|Առ զնոսա (վասն {reg6} դահեկանաց):
menu_village_hunt_down_fugitive_defeated|Հարուած ոմն սաստիկ ի փախստականէն անտի անկանէ զքեզ յերկիր եւ մթագնի տեսողութիւն քո: Ժամանակ անցանէ: Յորժամ բանաս զաչս քո վերստին, գտանես զքեզ թաթաւեալ ի յարիւն եւ սասանեալ, այլ բախտաւոր ես զի ոչ մի ի վիրաց քոց երեւի մահաբեր:
menu_village_infest_bandits_result|{s9}
menu_village_infestation_removed|Ի պատերազմի արժանի երգոց` դու եւ արք քո կարացայք վտարել զյելուզակսն ի գեղջէ աստ եւ հաստատել զապահովութիւն: Թէպէտ վերջին դէպքն հարին զնոսա ծանրապէս, գեղջուկքն մատուցանեն քեզ եւ խմբի քում զամենայն ինչ զոր գտանեն:
mno_village_bandits_defeated_accept|Առ զմատուցեալսն իբրեւ վարձ արժանի:
mno_village_bandits_defeated_cont|Մերժեա զնոսա, ասելով զի նոքա առաւել կարօտ են այնմ:
menu_center_manage|{s19}^{reg6?^^Արդ կառուցանես զ{s7}: Շինութիւնն աւարտեսցի յետ {reg8} աւուրց::}
mno_center_build_manor|Կառուցո զապարանս:
mno_center_build_fish_pond|Կառուցո զջրաղաց:
mno_center_build_watch_tower|Կառուցո զաշտարակ դիտանոցի:
mno_center_build_school|Կառուցո զդպրոց:
mno_center_build_messenger_post|Կառուցո զկայան սուրհանդակաց:
mno_center_build_prisoner_tower|Կառուցո զաշտարակ գերեաց:
menu_center_improve|{s19} Որպէս զի ունիս զմեծագոյն հմտութիւն ճարտարապետութեան ({reg2}), համարիս {reg3?դու:{s3}} եթէ կառուցումն {s4} շինուածոյն նստցի քեզ {reg5} դահեկանս եւ {reg6} աւուրս:
mno_improve_cont|Շարունակեա:
mno_improve_not_enough_gold|Ոչ գոյ իմ արծաթ բաւական վասն այսր:
menu_town_bandits_failed|{s4} {s5}
menu_town_bandits_succeeded|Յելուզակքն անկանին զերդ զխոտ ի հնձել! Յետ սակաւ ժամանակի մնաս միայնակ ի փողոցի անդ, մինչդեռ յարձակողքն կան անզգայ, մեռեալ կամ հոգեվարք: Յորժամ քննես զմարմինս նոցա, գտանես քսակ մի որ թերեւս պատկանէր նախկին զոհի նոցա: Կամ թերեւս տուեալ էր նոցա ումեքէ զի պատրաստեսցեն քեզ վախճան արժանի կենաց քոց:
menu_village_steal_cattle_confirm|Որպէս զի ունիս զմեծագոյն հմտութիւն աւարառութեան ({reg2}), համարիս {reg3?դու:{s1}} եթէ կարես գողանալ մինչեւ ց{reg4} արջառս ի գեղջէ աստ:
mno_village_steal_cattle_confirm|Յառաջ...
menu_village_steal_cattle|{s1}
menu_village_take_food_confirm|Բռնադատել զգեղջուկսն տալ քեզ զպաշարս նոցա պատուականս` լինելոց է դժուարին: Համարիս եթէ պահանջեսցի ժամ մի առ նուազն:
mno_village_take_food_confirm|Շարունակեա:
menu_village_take_food|Գեղջուկքն բերեն սակաւ ինչ պաշար ակամայ...
mno_take_supplies|Առ զպաշարն:
mno_let_them_keep_it|Թող նոցա պահել զպաշարն:
menu_village_start_attack|Ոմանք ի գեղջկաց անտի, առեալ զգործիս երկրագործութեան, պատրաստին դիմադրել քեզ:
mno_village_raid_attack|Յարձակեա ի վերայ նոցա:
mno_village_raid_leave|Թող զգեւղս զայս ի խաղաղութեան...
menu_village_loot_no_resist|Գեղջուկքն ցրուին փութապէս առջեւի զօրաց քոց: Գիւղն մնայ ի ձեռս քո:
menu_village_loot_complete|Ըստ հրամանի քում` արք քո աւարեցին զգեւղն, առին զամենայն ինչ պատուական եւ այրեցին զշինուածսն: Առնուս զբաժին քո յաւարէն եւ յարծաթոյ` {reg1} դահեկանս:
menu_village_loot_defeat|Քաջութեամբ եւ հաստատութեամբ պատերազմեալ` գեղջուկքն վտարեցին զզօրս քո:
menu_village_loot_continue|Կամի՞ս շարունակել զաւարումն գեղջն:
mno_disembark_yes|Այո:
mno_disembark_no|Ոչ:
menu_close|Ոչինչ:
menu_town|{s10}{s11}{s12}{s13}
mno_castle_castle|Երթ ի դահլիճ ընդունելութեան տեառն:
mno_castle_castle_door|Դուռն բերդին:
mno_join_tournament|Յարեա ի մրցութիւն:
mno_town_castle|Երթ ի բերդն:
mno_town_castle_door|Դուռն բերդին:
mno_town_center|Երթ ի հրապարակ քաղաքին:
mno_town_center_door|Դուռն քաղաքի հրապարակին:
mno_town_tavern|Երթ ի պանդոկն:
mno_town_tavern_door|Դուռն պանդոկին:
mno_town_merchant|Խօսեա ընդ վաճառականին:
mno_town_merchant_door|Դուռն կրպակին:
mno_town_arena|Մուտ յասպարէզն:
mno_town_arena_door|Դուռն ասպարիսին:
mno_town_dungeon|Մուտ ի բանտն:
mno_town_dungeon_door|Դուռն բանտին:
mno_castle_inspect|Շրջեա ի բերդին:
mno_castle_inspect_door|Ել յաւագ սրահ բերդին:
mno_town_enterprise|Այցելեա ի {s3}:
mno_town_enterprise_door|Դուռն արհեստանոցին:
mno_visit_lady|Փորձեա տեսանել զնաժիշտ ոմն:
mno_visit_lady_door|Դուռն այգւոյն:
mno_trade_with_merchants|Մուտ ի շուկայն:
mno_walled_center_manage|Կարգաւորեա զ{reg0?քաղաքս:բերդս} զայս:
mno_walled_center_move_court|Փոխադրեա զարքունիս քո աստ:
mno_castle_station_troops|Հաստատեա զոմանս ի զօրաց քոց աստ:
mno_castle_wait|Մնա աստ առ սակաւ մի {s1}:
mno_town_leave|Մեկնեա ի քաղաքէն:
mno_town_leave_door|Թող զգաւառս:
menu_cannot_enter_court|Ի դահլիճի տեառնն արդ խրախճանութիւն է, այլ դու ոչ ունիս զաստիճան պատշաճ զի կոչեսցիս ի ներքս: Թերեւս յաւելուլ զհռչակ քո տացէ քեզ զառիթ մտանելոյ, կամ փորձեա ցուցանել զքաջութիւն քո ի մրցութեան ի ժամանակի խրախճանութեանն:
menu_lady_visit|Զո՞ կամիս տեսանել:
mno_visit_lady_1|Այցելեա ի {s12}:
mno_visit_lady_2|Այցելեա ի {s12}:
mno_visit_lady_3|Այցելեա ի {s12}:
mno_visit_lady_3_door|Դուռն այգւոյն:
mno_visit_lady_4|Այցելեա ի {s12}:
mno_visit_lady_5|Այցելեա ի {s12}:
mno_visit_lady_6|Այցելեա ի {s12}:
mno_visit_lady_7|Այցելեա ի {s12}:
mno_visit_lady_8|Այցելեա ի {s12}:
menu_town_tournament_lost|Անկար ի մրցութենէն:
menu_town_tournament_won|Յաղթեցեր ի մրցութիւն {s3}ի! Բազմութիւնն աղաղակէ զանուն քո, եւ դու լնուս հպարտութեամբ: Ի յաւելումն պատուոյ եւ հռչակի` ընկալար {reg9} դահեկանս իբրեւ վարձ: {s8}
menu_town_tournament_won_by_another|{s1} մնաց իբրեւ միակ անպարտելի մարտիկ աւուրն, եւ շահեցաւ զմրցութիւնն եւ զհռչակ նորա:
menu_town_tournament|{s1}Յաւուր {reg0} ես մրցութեան, եւ մնացին {reg1} մասնակիցք: Ի յաջորդումն պատերազմեսցին {reg2} խումբք ի {reg3} մարտիկաց:
mno_tournament_view_participants|Տես զմասնակիցսն:
mno_tournament_bet|Գրաւ դիր ի վերայ անձին քոյ:
mno_tournament_join_next_fight|Պատերազմեա ի յաջորդ մրցութեան:
mno_leave_tournament|Հրաժարեա ի մրցութենէն:
menu_tournament_withdraw_verify|Հաստա՞տ ես զի կամիս հրաժարիլ ի մրցութենէն:
